ROAD WORK ID,FROM_DATE,TO_DATE,STREET_ADDRESS
RC121,2020-02-24T00:00:00.000Z,2020-04-20T00:00:00.000Z,280 W JEFFERSON ST
RC122,2020-02-24T00:00:00.000Z,2020-04-20T00:00:00.000Z,931 DRESDEN AVE
RC123,2020-02-12T00:00:00.000Z,2020-03-29T00:00:00.000Z,1227 S 12TH ST
RC124,2020-02-12T00:00:00.000Z,2020-03-29T00:00:00.000Z,1335 S 13TH ST
RC125,2020-02-12T00:00:00.000Z,2020-03-29T00:00:00.000Z,654 S 7TH ST
RC126,2020-01-01T00:00:00.000Z,2020-03-30T00:00:00.000Z,150 S 3RD ST
RC127,2020-01-01T00:00:00.000Z,2020-03-30T00:00:00.000Z,120 S 8TH ST
RC128,2020-01-01T00:00:00.000Z,2020-03-30T00:00:00.000Z,201 S 4TH ST
RC129,2020-01-01T00:00:00.000Z,2020-03-30T00:00:00.000Z,738 S 4TH ST
RC130,2020-01-01T00:00:00.000Z,2020-03-30T00:00:00.000Z,320 W JEFFERSON ST
RC131,2020-01-01T00:00:00.000Z,2020-03-30T00:00:00.000Z,416 W JEFFERSON ST
RC132,2020-02-03T00:00:00.000Z,2020-03-30T00:00:00.000Z,100 E JEFFERSON ST
RC133,2020-02-03T00:00:00.000Z,2020-03-30T00:00:00.000Z,845 S 9TH ST
RC134,2020-02-03T00:00:00.000Z,2020-03-30T00:00:00.000Z,812 LAMPTON ST
RC135,2020-02-03T00:00:00.000Z,2020-03-30T00:00:00.000Z,600 W MARKET ST
RC136,2020-02-03T00:00:00.000Z,2020-03-30T00:00:00.000Z,2317 HOWARD ST
RC137,2020-02-03T00:00:00.000Z,2020-03-30T00:00:00.000Z,1424 W KENTUCKY ST
RC138,2020-02-17T00:00:00.000Z,2020-03-30T00:00:00.000Z,8715 OLD BARDSTOWN RD
RC139,2020-02-17T00:00:00.000Z,2020-03-30T00:00:00.000Z,615 m ST
RC140,2020-02-24T00:00:00.000Z,2020-03-30T00:00:00.000Z,100 W BROADWAY
RC141,2020-02-24T00:00:00.000Z,2020-03-30T00:00:00.000Z,3333 RADIANCE RD
RC142,2020-02-24T00:00:00.000Z,2020-03-30T00:00:00.000Z,3646 JOHNSTON WAY
RC143,2020-02-24T00:00:00.000Z,2020-03-30T00:00:00.000Z,3306 NOE WAY
RC144,2020-02-24T00:00:00.000Z,2020-03-30T00:00:00.000Z,3647 STANTON BLVD
RC145,2020-02-24T00:00:00.000Z,2020-03-30T00:00:00.000Z,3048 RADIANCE RD
RC146,2019-12-30T00:00:00.000Z,2020-03-30T00:00:00.000Z,226 S 1ST ST
RC147,2019-12-30T00:00:00.000Z,2020-03-30T00:00:00.000Z,100 E LIBERTY ST
RC148,2019-12-30T00:00:00.000Z,2020-03-30T00:00:00.000Z,627 S 1ST ST
RC149,2019-12-30T00:00:00.000Z,2020-03-30T00:00:00.000Z,100 E LIBERTY ST
RC150,2020-01-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,635 INDUSTRY RD
RC151,2020-01-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,215 CENTRAL AVE
RC152,2020-01-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,2400 S 4TH ST Unit 1007
